-90	-1.2987509465338007
-89	-1.3077031964563446
-88	-1.3165661783238534
-87	-1.3253396649942886
-86	-1.3340234172043495
-85	-1.3426171850380797
-84	-1.3511207092532516
-83	-1.3595337224807622
-82	-1.3678559503119345
-81	-1.3760871122846652
-80	-1.3842269227800443
-79	-1.3922750918380586
-78	-1.4002313259011885
-77	-1.4080953284926352
-76	-1.4158668008362838
-75	-1.4235454424231762
-74	-1.4311309515315145
-73	-1.4386230257012755
-72	-1.4460213621716207
-71	-1.4533256582815852
-70	-1.4605356118389352
-69	-1.4676509214590112
-68	-1.4746712868771965
-67	-1.4815964092369427
-66	-1.4884259913551148
-65	-1.4951597379668442
-64	-1.5017973559523625
-63	-1.5083385545455599
-62	-1.514783045527821
-61	-1.5211305434069402
-60	-1.527380765582393
-59	-1.5335334324996381
-58	-1.5395882677916006
-57	-1.545544998410918
-56	-1.5514033547522956
-55	-1.5571630707657107
-54	-1.5628238840620554
-53	-1.568385536011192
-52	-1.5738477718323338
-51	-1.5792103406788272
-50	-1.5844729957168227
-49	-1.5896354941976938
-48	-1.5946975975268742
-47	-1.599659071325874
-46	-1.6045196854917663
-45	-1.6092792142515577
-44	-1.6139374362132344
-43	-1.6184941344127992
-42	-1.6229490963587239
-41	-1.6273021140722221
-40	-1.6315529841265857
-39	-1.6357015076814037
-38	-1.6397474905165836
-37	-1.643690743062706
-36	-1.6475310804299284
-35	-1.6512683224342766
-34	-1.6549022936229107
-33	-1.6584328232968062
-32	-1.6618597455327233
-31	-1.6651828992027333
-30	-1.6684021279928345
-29	-1.671517280420801
-28	-1.6745282098514735
-27	-1.6774347745122498
-26	-1.680236837506584
-25	-1.682934266827118
-24	-1.6855269353675908
-23	-1.6880147209336371
-22	-1.690397506253447
-21	-1.6926751789868035
-20	-1.6948476317345467
-19	-1.6969147620459637
-18	-1.698876472426889
-17	-1.7007326703461274
-16	-1.7024832682421334
-15	-1.7041281835290079
-14	-1.7056673386014438
-13	-1.7071006608399273
-12	-1.708428082615285
-11	-1.7096495412923787
-10	-1.710764979234341
-9	-1.7117743438055015
-8	-1.712677587374543
-7	-1.713474667317115
-6	-1.7141655460181084
-5	-1.7147501908738434
-4	-1.7152285742935476
-3	-1.7156006737012603
-2	-1.7158664715363159
-1	-1.7160259552551054
0	-1.7160791173309349
1	-1.7160259552551054
2	-1.7158664715363159
3	-1.715600673701232
4	-1.715228574293576
5	-1.7147501908737866
6	-1.7141655460181084
7	-1.7134746673172003
8	-1.7126775873746567
9	-1.71177434380553
10	-1.710764979234341
11	-1.7096495412923218
12	-1.7084280826152565
13	-1.7071006608399557
14	-1.7056673386014438
15	-1.7041281835290079
16	-1.7024832682421902
17	-1.7007326703460706
18	-1.6988764724268606
19	-1.6969147620459921
20	-1.6948476317345467
21	-1.692675178986832
22	-1.6903975062534187
23	-1.6880147209336656
24	-1.6855269353675624
25	-1.6829342668271465
26	-1.6802368375065555
27	-1.6774347745122213
28	-1.6745282098514735
29	-1.671517280420801
30	-1.6684021279928345
31	-1.665182899202705
32	-1.6618597455327233
33	-1.658432823296863
34	-1.6549022936228823
35	-1.6512683224343334
36	-1.6475310804299284
37	-1.6436907430627343
38	-1.6397474905165836
39	-1.6357015076813468
40	-1.6315529841265857
41	-1.6273021140723074
42	-1.6229490963586386
43	-1.6184941344127708
44	-1.6139374362132344
45	-1.6092792142515577
46	-1.6045196854916242
47	-1.5996590713257888
48	-1.5946975975268742
49	-1.5896354941977222
50	-1.5844729957167942
51	-1.5792103406788556
52	-1.5738477718323054
53	-1.5683855360111636
54	-1.562823884062027
55	-1.5571630707657107
56	-1.551403354752324
57	-1.5455449984110032
58	-1.539588267791629
59	-1.5335334324996381
60	-1.5273807655824214
61	-1.5211305434069118
62	-1.514783045527821
63	-1.5083385545455315
64	-1.501797355952334
65	-1.4951597379668726
66	-1.4884259913551432
67	-1.4815964092369427
68	-1.474671286877225
69	-1.4676509214589828
70	-1.4605356118389352
71	-1.4533256582816136
72	-1.4460213621716207
73	-1.4386230257012187
74	-1.431130951531543
75	-1.423545442423233
76	-1.415866800836227
77	-1.4080953284926636
78	-1.40023132590116
79	-1.392275091838087
80	-1.3842269227800443
81	-1.3760871122846368
82	-1.367855950311906
83	-1.3595337224807338
84	-1.3511207092532231
85	-1.3426171850380797
86	-1.3340234172043495
87	-1.3253396649942601
88	-1.3165661783239102
89	-1.3077031964563446
90	-1.2987509465338007
